id,cores,threads,name,processor_number,launch_date,lithography,bus_speed,base_frequency,turbo_frequency,configurable_tdp_up_frequency,cache_size,tdp,configurable_tdp_up,price,product_line,socket,memory_type,url,vertical_segment,max_memory_size,status,max_temp,sku,package_size,fullname
878,6,12,Intel Core i5-11400H,i5-11400H,2021-05-01,10,8,,4500,2700,12288,,45,250,11th Generation Intel Core i5 Processors,FCBGA1787,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/213805/intel-core-i511400h-processor-12m-cache-up-to-4-50-ghz/specifications.html,Mobile,134217728,Launched,100,213805,50 x 26.5,"Intel Core i5-11400H Processor (12M Cache, up to 4.50 GHz)"
879,6,12,Intel Core i5-11260H,i5-11260H,2021-05-01,10,8,,4400,2600,12288,,45,250,11th Generation Intel Core i5 Processors,FCBGA1787,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/213806/intel-core-i511260h-processor-12m-cache-up-to-4-40-ghz/specifications.html,Mobile,134217728,Launched,100,213806,50 x 26.5,"Intel Core i5-11260H Processor (12M Cache, up to 4.40 GHz)"
880,6,12,Intel Core i5-11500B,i5-11500B,2021-05-01,10,8,3300,4600,,12288,65,65,,11th Generation Intel Core i5 Processors,,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/128916/intel-core-i511500b-processor-12m-cache-up-to-4-60-ghz/specifications.html,Desktop,134217728,Launched,100,128916,50mm x 26.5mm,"Intel Core i5-11500B Processor (12M Cache, up to 4.60 GHz)"
881,4,8,Intel Core i5-1155G7,i5-1155G7,2021-05-01,10,4,,4500,2500,8192,,28,309,11th Generation Intel Core i5 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/217184/intel-core-i51155g7-processor-8m-cache-up-to-4-50-ghz-with-ipu/specifications.html,Mobile,67108864,Launched,100,217184,45.5mm x 25mm,"Intel Core i5-1155G7 Processor (8M Cache, up to 4.50 GHz, with IPU)"
882,4,8,Intel Core i5-1155G7,i5-1155G7,2021-05-01,10,4,,4500,2500,8192,,28,309,11th Generation Intel Core i5 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/217185/intel-core-i51155g7-processor-8m-cache-up-to-4-50-ghz/specifications.html,Mobile,67108864,Launched,100,217185,45.5mm x 25mm,"Intel Core i5-1155G7 Processor (8M Cache, up to 4.50 GHz)"
883,4,8,Intel Core i5-11320H,i5-11320H,2021-05-01,10,4,,4500,3200,8192,,35,309,11th Generation Intel Core i5 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/217183/intel-core-i511320h-processor-8m-cache-up-to-4-50-ghz-with-ipu/specifications.html,Mobile,67108864,Launched,100,217183,45.5mm x 25mm,"Intel Core i5-11320H Processor (8M Cache, up to 4.50 GHz, with IPU)"
884,4,8,Intel Core i3-10300,i3-10300,2020-05-01,14,8,3700,4400,,8192,65,,143,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/199281/intel-core-i310300-processor-8m-cache-up-to-4-40-ghz/specifications.html,Desktop,134217728,Launched,100,199281,37.5mm x 37.5mm,"Intel Core i3-10300 Processor (8M Cache, up to 4.40 GHz)"
885,4,8,Intel Core i3-10300T,i3-10300T,2020-05-01,14,8,3000,3900,,8192,35,,143,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/199282/intel-core-i310300t-processor-8m-cache-up-to-3-90-ghz/specifications.html,Desktop,134217728,Launched,100,199282,37.5mm x 37.5mm,"Intel Core i3-10300T Processor (8M Cache, up to 3.90 GHz)"
886,4,8,Intel Core i3-10100,i3-10100,2020-05-01,14,8,3600,4300,,6144,65,,122,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/199283/intel-core-i310100-processor-6m-cache-up-to-4-30-ghz/specifications.html,Desktop,134217728,Launched,100,199283,37.5mm x 37.5mm,"Intel Core i3-10100 Processor (6M Cache, up to 4.30 GHz)"
887,4,8,Intel Core i3-10100T,i3-10100T,2020-05-01,14,8,3000,3800,,6144,35,,122,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/199284/intel-core-i310100t-processor-6m-cache-up-to-3-80-ghz/specifications.html,Desktop,134217728,Launched,100,199284,37.5mm x 37.5mm,"Intel Core i3-10100T Processor (6M Cache, up to 3.80 GHz)"
888,4,8,Intel Core i3-10100TE,i3-10100TE,2020-05-01,14,8,2300,3600,,6144,35,,125,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/203899/intel-core-i310100te-processor-6m-cache-up-to-3-60-ghz/specifications.html,Embedded,134217728,Launched,100,203899,37.5mm x 37.5mm,"Intel Core i3-10100TE Processor (6M Cache, up to 3.60 GHz)"
889,4,8,Intel Core i3-10100E,i3-10100E,2020-05-01,14,8,3200,3800,,6144,65,,125,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/203898/intel-core-i310100e-processor-6m-cache-up-to-3-80-ghz/specifications.html,Embedded,134217728,Launched,100,203898,37.5mm x 37.5mm,"Intel Core i3-10100E Processor (6M Cache, up to 3.80 GHz)"
890,4,8,Intel Core i3-10100F,i3-10100F,2020-11-01,14,8,3600,4300,,6144,65,,97,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/203473/intel-core-i310100f-processor-6m-cache-up-to-4-30-ghz/specifications.html,Desktop,134217728,Launched,100,203473,37.5mm x 37.5mm,"Intel Core i3-10100F Processor (6M Cache, up to 4.30 GHz)"
891,2,4,Intel Core i3-10100Y,i3-10100Y,2021-02-01,14,4,1300,3900,1600,4096,5,7,,10th Generation Intel Core i3 Processors,,"LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/213356/intel-core-i310100y-processor-4m-cache-up-to-3-90-ghz/specifications.html,Mobile,16777216,Launched,100,213356,20mm X 16.5mm,"Intel Core i3-10100Y Processor (4M Cache, up to 3.90 GHz)"
892,4,8,Intel Core i3-10105F,i3-10105F,2021-02-01,14,8,3700,4400,,6144,65,,97,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/203474/intel-core-i310105f-processor-6m-cache-up-to-4-40-ghz/specifications.html,Desktop,134217728,Launched,100,203474,37.5mm x 37.5mm,"Intel Core i3-10105F Processor (6M Cache, up to 4.40 GHz)"
893,4,8,Intel Core i3-10305T,i3-10305T,2021-02-01,14,8,3000,4000,,8192,35,,143,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/201898/intel-core-i310305t-processor-8m-cache-up-to-4-00-ghz/specifications.html,Desktop,134217728,Launched,100,201898,37.5mm x 37.5mm,"Intel Core i3-10305T Processor (8M Cache, up to 4.00 GHz)"
894,4,8,Intel Core i3-10105,i3-10105,2021-02-01,14,8,3700,4400,,6144,65,,122,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/201894/intel-core-i310105-processor-6m-cache-up-to-4-40-ghz/specifications.html,Desktop,134217728,Launched,100,201894,37.5mm x 37.5mm,"Intel Core i3-10105 Processor (6M Cache, up to 4.40 GHz)"
895,4,8,Intel Core i3-10305,i3-10305,2021-02-01,14,8,3800,4500,,8192,65,,143,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/201893/intel-core-i310305-processor-8m-cache-up-to-4-50-ghz/specifications.html,Desktop,134217728,Launched,100,201893,37.5mm x 37.5mm,"Intel Core i3-10305 Processor (8M Cache, up to 4.50 GHz)"
896,4,8,Intel Core i3-10105T,i3-10105T,2021-02-01,14,8,3000,3900,,6144,35,,122,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/201890/intel-core-i310105t-processor-6m-cache-up-to-3-90-ghz/specifications.html,Desktop,134217728,Launched,100,201890,37.5mm x 37.5mm,"Intel Core i3-10105T Processor (6M Cache, up to 3.90 GHz)"
897,4,8,Intel Core i3-10325,i3-10325,2021-02-01,14,8,3900,4700,,8192,65,,154,10th Generation Intel Core i3 Processors,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/201889/intel-core-i310325-processor-8m-cache-up-to-4-70-ghz/specifications.html,Desktop,134217728,Launched,100,201889,37.5mm x 37.5mm,"Intel Core i3-10325 Processor (8M Cache, up to 4.70 GHz)"
898,2,4,Intel Core i3-1115G4,i3-1115G4,2020-08-01,10,4,,4100,3000,6144,,28,281,11th Generation Intel Core i3 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-3733",https://www.intel.com/content/www/us/en/products/sku/208920/intel-core-i31115g4-processor-6m-cache-up-to-4-10-ghz-with-ipu/specifications.html,Mobile,67108864,Launched,100,208920,45.5x25,"Intel Core i3-1115G4 Processor (6M Cache,  up to 4.10 GHz, with IPU)"
899,2,4,Intel Core i3-1115G4,i3-1115G4,2020-08-01,10,4,,4100,3000,6144,,28,281,11th Generation Intel Core i3 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-3733",https://www.intel.com/content/www/us/en/products/sku/208652/intel-core-i31115g4-processor-6m-cache-up-to-4-10-ghz/specifications.html,Mobile,67108864,Launched,100,208652,45.5x25,"Intel Core i3-1115G4 Processor (6M Cache, up to 4.10 GHz)"
900,2,4,Intel Core i3-1110G4,i3-1110G4,2020-08-01,10,2,,3900,2500,6144,,15,281,11th Generation Intel Core i3 Processors,FCBGA1598,LPDDR4x-4267,https://www.intel.com/content/www/us/en/products/sku/208651/intel-core-i31110g4-processor-6m-cache-up-to-3-90-ghz-with-ipu/specifications.html,Mobile,33554432,Launched,100,208651,26.5x18.5,"Intel Core i3-1110G4 Processor (6M Cache, up to 3.90 GHz, with IPU)"
901,10,20,Intel Core i9-10900X,i9-10900X,2019-11-01,14,8,3700,4500,,19712,165,,590,Intel Core X-series Processors,FCLGA2066,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/198019/intel-core-i910900x-xseries-processor-19-25m-cache-3-70-ghz/specifications.html,Desktop,268435456,Launched,94,198019,,"Intel Core i9-10900X X-series Processor (19.25M Cache, 3.70 GHz)"
902,8,16,Intel Core i9-11900KB,i9-11900KB,2021-05-01,10,8,3300,4900,,24576,65,65,539,11th Generation Intel Core i9 Processors,FCBGA1787,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/215570/intel-core-i911900kb-processor-24m-cache-up-to-4-90-ghz/specifications.html,Desktop,134217728,Launched,100,215570,50mm x 26.5mm,"Intel Core i9-11900KB Processor (24M Cache, up to 4.90 GHz)"
903,8,16,Intel Core i7-11850HE,i7-11850HE,2021-08-01,10,,,4700,2600,24576,,45,400,11th Generation Intel Core i7 Processors,FCBGA1787,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/217379/intel-core-i711850he-processor-24m-cache-up-to-4-70-ghz/specifications.html,Embedded,134217728,Launched,100,217379,50 x 26.5,"Intel Core i7-11850HE Processor (24M Cache, up to 4.70 GHz)"
904,6,12,Intel Core i5-11500HE,i5-11500HE,2021-08-01,10,,,4500,2600,12288,,45,256,11th Generation Intel Core i5 Processors,FCBGA1787,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/217369/intel-core-i511500he-processor-12m-cache-up-to-4-50-ghz/specifications.html,Embedded,134217728,Launched,100,217369,50 x 26.5,"Intel Core i5-11500HE Processor (12M Cache, up to 4.50 GHz)"
905,2,4,Intel Core i3-1115G4E,i3-1115G4E,2020-08-01,10,4,2200,3900,3000,6144,15,28,285,11th Generation Intel Core i3 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-3733",https://www.intel.com/content/www/us/en/products/sku/208079/intel-core-i31115g4e-processor-6m-cache-up-to-3-90-ghz/specifications.html,Embedded,67108864,Launched,100,208079,46.5x25,"Intel Core i3-1115G4E Processor (6M Cache, up to 3.90 GHz)"
906,4,8,Intel Core i3-1125G4,i3-1125G4,2021-02-01,10,4,,3700,2000,8192,,28,281,11th Generation Intel Core i3 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-3733",https://www.intel.com/content/www/us/en/products/sku/208656/intel-core-i31125g4-processor-8m-cache-up-to-3-70-ghz/specifications.html,Mobile,67108864,Launched,100,208656,45.5x25,"Intel Core i3-1125G4 Processor (8M Cache, up to 3.70 GHz)"
907,4,8,Intel Core i3-1125G4,i3-1125G4,2021-02-01,10,4,,3700,2000,8192,,28,281,11th Generation Intel Core i3 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-3733",https://www.intel.com/content/www/us/en/products/sku/209735/intel-core-i31125g4-processor-8m-cache-up-to-3-70-ghz-with-ipu/specifications.html,Mobile,67108864,Launched,100,209735,45.5x25,"Intel Core i3-1125G4 Processor (8M Cache, up to 3.70 GHz, with IPU)"
908,4,8,Intel Core i3-1120G4,i3-1120G4,2021-02-01,10,2,,3500,1500,8192,,15,281,11th Generation Intel Core i3 Processors,FCBGA1598,LPDDR4x-4267,https://www.intel.com/content/www/us/en/products/sku/209736/intel-core-i31120g4-processor-8m-cache-up-to-3-50-ghz-with-ipu/specifications.html,Mobile,33554432,Launched,100,209736,26.5x18.5,"Intel Core i3-1120G4 Processor (8M Cache, up to 3.50 GHz, with IPU)"
909,2,4,Intel Core i3-1115GRE,i3-1115GRE,2020-08-01,10,4,2200,3900,3000,6144,15,28,338,11th Generation Intel Core i3 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-3733, In -Band ECC",https://www.intel.com/content/www/us/en/products/sku/208074/intel-core-i31115gre-processor-6m-cache-up-to-3-90-ghz/specifications.html,Embedded,67108864,Launched,100,208074,46.5x25,"Intel Core i3-1115GRE Processor (6M Cache, up to 3.90 GHz)"
910,4,8,Intel Core i3-11100B,i3-11100B,2021-05-01,10,8,3600,4400,,12288,65,65,,11th Generation Intel Core i3 Processors,,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/215569/intel-core-i311100b-processor-12m-cache-3-60-ghz/specifications.html,Desktop,134217728,Launched,100,215569,50mm x 26.5mm,"Intel Core i3-11100B Processor (12M Cache, 3.60 GHz)"
911,4,8,Intel Core i3-11100HE,i3-11100HE,2021-08-01,10,,,4400,2400,8192,,45,233,11th Generation Intel Core i3 Processors,FCBGA1787,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/217371/intel-core-i311100he-processor-8m-cache-up-to-4-40-ghz/specifications.html,Embedded,134217728,Launched,100,217371,50 x 26.5,"Intel Core i3-11100HE Processor (8M Cache, up to 4.40 GHz)"
912,10,20,Intel Xeon Silver 4310T,4310T,2021-05-01,10,,2300,3400,,15360,105,,555,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2667,https://www.intel.com/content/www/us/en/products/sku/215283/intel-xeon-silver-4310t-processor-15m-cache-2-30-ghz/specifications.html,Server,6442450944,Launched,88,215283,77.5mm x 56.5mm,"Intel Xeon Silver 4310T Processor (15M Cache, 2.30 GHz)"
913,12,24,Intel Xeon Silver 4214R,4214R,2020-02-01,14,,2400,3500,,16896,100,,694,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/197100/intel-xeon-silver-4214r-processor-16-5m-cache-2-40-ghz/specifications.html,Server,1073741824,Launched,79,197100,76.0mm x 56.5mm,"Intel Xeon Silver 4214R Processor (16.5M Cache, 2.40 GHz)"
914,10,20,Intel Xeon Silver 4210T,4210T,2020-02-01,14,,2300,3200,,14080,95,,555,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/199344/intel-xeon-silver-4210t-processor-13-75m-cache-2-30-ghz/specifications.html,Server,1073741824,Launched,91,199344,76.0mm x 56.5mm,"Intel Xeon Silver 4210T Processor (13.75M Cache, 2.30 GHz)"
915,8,16,Intel Xeon Silver 4215R,4215R,2020-02-01,14,,3200,4000,,11264,130,,794,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/199349/intel-xeon-silver-4215r-processor-11m-cache-3-20-ghz/specifications.html,Server,1073741824,Launched,79,199349,76.0mm x 56.5mm,"Intel Xeon Silver 4215R Processor (11M Cache, 3.20 GHz)"
916,16,32,Intel Xeon Silver 4314,4314,2021-05-01,10,,2400,3400,,24576,135,,694,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2667,https://www.intel.com/content/www/us/en/products/sku/215269/intel-xeon-silver-4314-processor-24m-cache-2-40-ghz/specifications.html,Server,6442450944,Launched,86,215269,77.5mm x 56.5mm,"Intel Xeon Silver 4314 Processor (24M Cache, 2.40 GHz)"
917,20,40,Intel Xeon Silver 4316,4316,2021-05-01,10,,2300,3400,,30720,150,,1002,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2667,https://www.intel.com/content/www/us/en/products/sku/215270/intel-xeon-silver-4316-processor-30m-cache-2-30-ghz/specifications.html,Server,6442450944,Launched,84,215270,77.5mm x 56.5mm,"Intel Xeon Silver 4316 Processor (30M Cache, 2.30 GHz)"
918,8,16,Intel Xeon Silver 4309Y,4309Y,2021-05-01,10,,2800,3600,,12288,105,,501,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2667,https://www.intel.com/content/www/us/en/products/sku/215275/intel-xeon-silver-4309y-processor-12m-cache-2-80-ghz/specifications.html,Server,6442450944,Launched,76,215275,77.5mm x 56.5mm,"Intel Xeon Silver 4309Y Processor (12M Cache, 2.80 GHz)"
919,12,24,Intel Xeon Silver 4310,4310,2021-05-01,10,,2100,3300,,18432,120,,501,3rd Generation Intel Xeon Scalable Processors,FCLGA4189,DDR4-2667,https://www.intel.com/content/www/us/en/products/sku/215277/intel-xeon-silver-4310-processor-18m-cache-2-10-ghz/specifications.html,Server,6442450944,Launched,82,215277,77.5mm x 56.5mm,"Intel Xeon Silver 4310 Processor (18M Cache, 2.10 GHz)"
920,8,16,Intel Xeon Silver 4108,4108,2017-08-01,14,,1800,3000,,11264,85,,417,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/123544/intel-xeon-silver-4108-processor-11m-cache-1-80-ghz/specifications.html,Server,805306368,Launched,77,123544,76.0mm x 56.5mm,"Intel Xeon Silver 4108 Processor (11M Cache, 1.80 GHz)"
921,8,16,Intel Xeon Silver 4110,4110,2017-08-01,14,,2100,3000,,11264,85,,501,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/123547/intel-xeon-silver-4110-processor-11m-cache-2-10-ghz/specifications.html,Server,805306368,Launched,77,123547,76.0mm x 56.5mm,"Intel Xeon Silver 4110 Processor (11M Cache, 2.10 GHz)"
922,8,16,Intel Xeon Silver 4109T,4109T,2017-08-01,14,,2000,3000,,11264,70,,501,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/123549/intel-xeon-silver-4109t-processor-11m-cache-2-00-ghz/specifications.html,Server,805306368,Launched,90,123549,76.0mm x 56.5mm,"Intel Xeon Silver 4109T Processor (11M Cache, 2.00 GHz)"
923,10,20,Intel Xeon Silver 4114,4114,2017-08-01,14,,2200,3000,,14080,85,,694,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/123550/intel-xeon-silver-4114-processor-13-75m-cache-2-20-ghz/specifications.html,Server,805306368,Launched,78,123550,76.0mm x 56.5mm,"Intel Xeon Silver 4114 Processor (13.75M Cache, 2.20 GHz)"
924,4,8,Intel Xeon Silver 4112,4112,2017-08-01,14,,2600,3000,,8448,85,,473,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/123551/intel-xeon-silver-4112-processor-8-25m-cache-2-60-ghz/specifications.html,Server,805306368,Launched,76,123551,76.0mm x 56.5mm,"Intel Xeon Silver 4112 Processor (8.25M Cache, 2.60 GHz)"
925,10,20,Intel Xeon Silver 4114T,4114T,2017-08-01,14,,2200,3000,,14080,85,,773,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/126153/intel-xeon-silver-4114t-processor-13-75m-cache-2-20-ghz/specifications.html,Server,805306368,Launched,92,126153,76.0mm x 56.5mm,"Intel Xeon Silver 4114T Processor (13.75M Cache, 2.20 GHz)"
926,12,24,Intel Xeon Silver 4116T,4116T,2017-08-01,14,,2100,3000,,16896,85,,1112,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/126155/intel-xeon-silver-4116t-processor-16-5m-cache-2-10-ghz/specifications.html,Server,805306368,Launched,91,126155,76.0mm x 56.5mm,"Intel Xeon Silver 4116T Processor (16.5M cache, 2.10 GHz)"
927,12,24,Intel Xeon Silver 4116,4116,2017-08-01,14,,2100,3000,,16896,85,,1002,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/120481/intel-xeon-silver-4116-processor-16-5m-cache-2-10-ghz/specifications.html,Server,805306368,Launched,76,120481,76.0mm x 56.5mm,"Intel Xeon Silver 4116 Processor (16.5M Cache, 2.10 GHz)"
928,8,16,Intel Xeon Silver 4123,4123,2018-02-01,14,,3000,3200,,11264,105,,,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/137057/intel-xeon-silver-4123-processor-11m-cache-3-00-ghz/specifications.html,Server,536870912,Launched,,137057,76.0mm x 56.5mm,"Intel Xeon Silver 4123 Processor (11M Cache, 3.00 GHz)"
